"","x"
"1",0.923885559051616
"2",1.39899375772422
"3",0.760145520104282
"4",1.22666109718815
"5",0.779488197674368
"6",0.136793303625737
"7",0.571824248001287
"8",1.28446683167011
"9",0.744328282604693
"10",0.753062291841606
"11",0.654057476769376
"12",0.152253351097795
"13",1.18898594504992
"14",1.22443585705281
"15",1.29407026369343
"16",0.582310856687704
"17",1.19928932336026
"18",1.77802878319139
"19",0.657105422410271
"20",1.56901321113873
"21",0.909641495657163
"22",0.367001093171069
"23",0.942516809967973
"24",0.531984662806312
"25",0.629650514758901
"26",1.5597273933221
"27",1.08418612472235
"28",0.952927091049865
"29",0.349016865684343
"30",1.84113490493524
"31",0.825347590287436
"32",0.768579469588328
"33",0.98573302678551
"34",0.336458711102946
"35",0.40115954172372
"36",0.851797675426545
"37",1.02146216971737
"38",0.522764054584998
"39",0.781945244939256
"40",0.378891247138357
"41",1.12277052678534
"42",0.400989508018398
"43",0.598862812321048
"44",1.31036889027398
"45",1.06705357809055
"46",0.274264749772277
"47",1.01182767621177
"48",1.17788280686228
"49",1.21353193681392
"50",0.707571546715016
"51",1.08221472753037
"52",0.633690314277134
"53",0.432467657833967
"54",1.57123209062128
"55",0.265775055378587
"56",1.10503670086474
"57",0.261691511735087
"58",0.363323720072894
"59",1.25784459739947
"60",1.01549529968174
"61",1.13584492020949
"62",0.169998904434472
"63",0.46212235598072
"64",1.05282522341368
"65",0.828848174247805
"66",0.718372266972947
"67",1.25911982193597
"68",0.649504133919769
"69",0.238205602062775
"70",0.363187829688489
"71",1.08301862769792
"72",0.693806426460314
"73",1.25385152330418
"74",1.40326741472308
"75",0.965845749051574
"76",1.8317835848555
"77",0.894673666261554
"78",0.832149584831671
"79",1.10293962315031
"80",0.953729881136273
"81",1.07389630085022
"82",0.63438501144938
"83",0.627665572726229
"84",1.05670231710764
"85",0.154287073282796
"86",1.40705050204098
"87",0.750218473391621
"88",0.889097230418738
"89",1.8024782700916
"90",0.999390985203165
"91",0.697915563431602
"92",0.904952332313257
"93",0.8237939184011
"94",1.26880057180274
"95",0.713364090475271
"96",1.10476178412352
"97",0.868721315327184
"98",0.930130923882752
"99",0.940730608503926
"100",0.928675259466368
"101",0.583838765595347
"102",1.29906061861471
"103",1.08205688733487
"104",1.75077764753514
"105",0.516162127517043
"106",0.568062100030609
"107",1.11371931944439
"108",0.574047742366075
"109",0.668537635932622
"110",0.44440197183998
"111",2.10491675527665
"112",1.03839999977772
"113",0.843401469847816
"114",0.4149879718102
"115",0.573023851396079
"116",0.764089889019786
"117",0.115836801148825
"118",1.08242043072193
"119",0.265356007744993
"120",0.981619439385386
"121",0.361401087710567
"122",0.164334555165503
"123",0.477522160859245
"124",0.867791078894499
"125",0.841290065176315
"126",1.0030274185267
"127",0.705298906213689
"128",1.108583097557
"129",0.343705289550038
"130",0.174420817586367
"131",1.31440842985096
"132",0.605307812587886
"133",1.02640833951136
"134",1.14127459250453
"135",2.17637471733003
"136",0.332367822351315
"137",0.813565257161928
"138",0.754012152547743
"139",0.720292818756403
"140",1.02171558687677
"141",1.04689890311579
"142",1.01374568323337
"143",0.973998172005664
"144",0.959131067557195
"145",0.451574709864785
"146",0.353642712579353
"147",0.460754221939702
"148",0.830857497254944
"149",1.62056701909494
"150",0.694206634395835
"151",1.00592157511071
"152",0.674760159117673
"153",1.57504065055078
"154",1.51192359350812
"155",0.796696767891489
"156",0.860804845310242
"157",1.11981237516595
"158",1.4227451910592
"159",0.93789541893194
"160",1.80206097585955
"161",0.860868321669656
"162",0.999596070190292
"163",0.564414944956521
"164",0.672215696322103
"165",1.24090144309021
"166",0.528724189611374
"167",0.930748238790297
"168",0.384404680456474
"169",0.135690210131951
"170",1.68619717117134
"171",1.39568540241799
"172",0.30680637261874
"173",1.25936467719344
"174",0.934325667932849
"175",0.60174575711383
"176",0.825604610148774
"177",0.901062243718094
"178",1.37784304559532
"179",0.356471731277182
"180",0.838339315647868
"181",0.894526089021044
"182",0.16859265300228
"183",0.682273747230079
"184",0.864209509325545
"185",1.00270171850545
"186",0.820622930394898
"187",1.72765455325226
"188",1.07520759243239
"189",1.65462309611214
"190",0.128245577782778
"191",1.23405210894312
"192",1.47946771119025
"193",0.510270016689609
"194",0.820117266487669
"195",0.905452881286781
"196",0.208716113144516
"197",0.684685222251075
"198",0.399766829454903
"199",1.30417821626528
"200",0.599341227932697
"201",0.851931592169715
"202",1.24972726837425
"203",0.411892380564323
"204",0.53062703778224
"205",1.01949957769908
"206",0.668167806917851
"207",0.169809425626453
"208",0.791210142119562
"209",0.229298831855597
"210",1.65088472649642
"211",0.590863960054519
"212",0.766620047408744
"213",0.82064256404741
"214",1.66526008417659
"215",0.0170913370566873
"216",0.371625136829217
"217",1.1232890726631
"218",0.678808938035848
"219",1.34531046076464
"220",2.08032756398776
"221",1.07237509887027
"222",2.36394054968084
"223",1.21090406864674
"224",1.36556832063167
"225",0.51415850056509
"226",1.67825899862402
"227",0.767062540418897
"228",0.330269558481973
"229",0.570454308619541
"230",0.40988903414955
"231",0.586397786419956
"232",1.20297374698937
"233",0.502886556003369
"234",0.717907298906466
"235",0.947296054690451
"236",0.497522765652357
"237",0.670264290118379
"238",0.725990701514501
"239",0.516511059286494
"240",1.99956089548493
"241",1.54938712743337
"242",1.54148487896069
"243",0.827801705556148
"244",0.680048402999038
"245",1.81712698764877
"246",0.926975343198299
"247",0.776318771590457
"248",0.964655025364388
"249",2.23540666705948
"250",1.54541155568005
"251",0.0883656251094672
"252",0.358247868580745
"253",1.09004913325839
"254",1.0093122466816
"255",0.627084899183453
"256",0.664276540848919
"257",0.710655295948571
"258",0.0771398371366049
"259",0.521237347021872
"260",0.0406335364085809
"261",1.59050833788024
"262",0.589162155631467
"263",0.209296648549053
"264",1.18390627059155
"265",1.3018755969946
"266",1.49630994848607
"267",0.840099757567649
"268",0.616397554665413
"269",0.194430900071769
"270",0.706337372815162
"271",1.45693052126034
"272",0.778664983185323
"273",2.14659342949564
"274",0.738447848665911
"275",0.56226902150917
"276",0.754635029031988
"277",1.15085203529583
"278",1.04328792682697
"279",1.15343539892762
"280",0.194516220944701
"281",1.00008348660702
"282",0.496290910091381
"283",1.17232457503627
"284",1.01278742412196
"285",0.978029825631653
"286",0.387431806675043
"287",0.79093685945846
"288",0.82632280729444
"289",0.892033569589274
"290",1.75779819241618
"291",2.01307000738474
"292",0.709265336763976
"293",0.937811043146285
"294",1.23106834718731
"295",1.22772124428697
"296",0.912074763643781
"297",0.756508495289288
"298",0.938041347251746
"299",0.430736567847788
"300",0.427852195742797
"301",1.2436156338707
"302",0.153969710892518
"303",0.503768155473474
"304",0.49250787108473
"305",0.555373744115329
"306",0.343678582999501
"307",0.342468306682801
"308",1.15134087892552
"309",0.19211089977384
"310",1.05656174207253
"311",0.21148568897501
"312",0.520051978342384
"313",0.302842181336859
"314",0.736731097335567
"315",0.821953154741929
"316",0.501747789628898
"317",1.29129963000175
"318",0.857693856586987
"319",0.830854842023733
"320",1.4270255239219
"321",0.643946025593012
"322",1.31256926065967
"323",1.41292200418956
"324",0.584043025917131
"325",0.477932583984557
"326",1.41628791543895
"327",0.469122589414157
"328",0.325322991762423
"329",0.515556180205399
"330",1.14465165432014
"331",0.544305469325358
"332",0.775631692917323
"333",0.532721583684168
"334",0.956799906313273
"335",0.52328044818279
"336",0.627902506384397
"337",1.06674651717935
"338",1.05293191347314
"339",1.10755407287432
"340",0.997337299930295
"341",0.545687916491804
"342",0.624830948894494
"343",0.881405116894193
